exercise,phase,elbow,shoulder,hip,knee,ankle,form,correction_needed,feedback_tag,accuracy,front_knee,front_hip,back_knee,back_hip
Lunge,mid,,,,,90.0,good,False,,87.2,89.5,87.3,99.0,93.5
Lunge,mid,,,,,90.0,good,False,,92.3,96.8,82.4,111.3,106.9
Lunge,mid,,,,,90.0,good,False,,82.9,89.4,86.5,117.0,118.2
Lunge,start,,,180.0,180.0,,good,False,,98.1,,,,
Lunge,mid,,,,,90.0,good,False,,95.1,82.4,81.8,107.3,116.1
Lunge,start,,,180.0,180.0,,good,False,,98.0,,,,
Lunge,start,,,180.0,180.0,,good,False,,97.1,,,,
Lunge,mid,,,,,90.0,good,False,,97.3,93.4,92.0,99.4,101.6
Lunge,end,,,180.0,180.0,,good,False,,99.1,,,,
Lunge,start,,,180.0,180.0,,good,False,,92.4,,,,
Lunge,end,,,180.0,180.0,,good,False,,86.2,,,,
Lunge,mid,,,,,90.0,good,False,,81.2,91.2,84.8,104.1,101.5
Lunge,start,,,180.0,180.0,,good,False,,90.5,,,,
Lunge,end,,,180.0,180.0,,good,False,,88.5,,,,
Lunge,start,,,180.0,180.0,,good,False,,90.1,,,,
Lunge,end,,,180.0,180.0,,good,False,,88.1,,,,
Lunge,start,,,180.0,180.0,,good,False,,85.0,,,,
Lunge,end,,,180.0,180.0,,good,False,,92.6,,,,
Lunge,end,,,180.0,180.0,,good,False,,99.0,,,,
Lunge,end,,,180.0,180.0,,good,False,,90.9,,,,
Lunge,mid,,,,,90.0,good,False,,81.0,98.7,96.3,98.3,110.9
Lunge,end,,,180.0,180.0,,good,False,,95.9,,,,
Lunge,mid,,,,,90.0,good,False,,97.0,95.8,89.3,98.5,110.8
Lunge,mid,,,,,90.0,good,False,,91.3,89.9,86.9,97.6,111.7
Lunge,mid,,,,,90.0,good,False,,97.9,93.1,91.8,92.8,108.1
Lunge,mid,,,,,90.0,good,False,,89.5,86.8,99.2,111.2,111.7
Lunge,end,,,180.0,180.0,,good,False,,88.5,,,,
Lunge,mid,,,,,90.0,good,False,,88.5,93.4,99.1,119.0,91.6
Lunge,mid,,,,,90.0,good,False,,89.5,85.5,90.7,113.3,98.1
Lunge,mid,,,,,90.0,good,False,,99.1,91.3,84.9,111.6,103.7
Lunge,start,,,180.0,180.0,,good,False,,91.8,,,,
Lunge,end,,,180.0,180.0,,good,False,,99.5,,,,
Lunge,mid,,,,,95.3,bad,True,Back knee too high/low,68.9,71.7,67.9,129.8,142.8
Lunge,end,,,181.1,174.0,,bad,True,Torso lean,66.2,,,,
Lunge,mid,,,,,84.5,bad,True,Back knee too high/low,47.3,128.9,101.5,139.2,140.3
Lunge,mid,,,,,62.8,bad,True,Knee past toes,46.2,65.0,127.3,132.0,137.3
Lunge,start,,,186.1,159.0,,bad,True,Back knee too high/low,62.1,,,,
Lunge,mid,,,,,80.8,bad,True,Back knee too high/low,62.6,52.4,119.1,88.4,135.8
Lunge,mid,,,,,115.2,bad,True,Torso lean,55.4,56.0,53.0,85.8,77.7
Lunge,mid,,,,,103.4,bad,True,Back knee too high/low,58.8,105.5,124.2,68.9,62.4
Lunge,end,,,166.0,190.9,,bad,True,Torso lean,46.6,,,,
Lunge,start,,,181.8,158.2,,bad,True,Torso lean,52.7,,,,
Lunge,start,,,167.3,203.0,,bad,True,Back knee too high/low,55.9,,,,
Lunge,mid,,,,,66.1,bad,True,Knee past toes,67.4,61.1,127.3,133.5,145.1
Lunge,start,,,178.9,167.4,,bad,True,Back knee too high/low,67.2,,,,
Lunge,end,,,209.5,177.9,,bad,True,Torso lean,43.2,,,,
Lunge,start,,,151.9,199.1,,bad,True,Back knee too high/low,52.4,,,,
Lunge,start,,,175.5,172.8,,bad,True,Back knee too high/low,46.8,,,,
Lunge,mid,,,,,82.1,bad,True,Knee past toes,64.1,74.7,68.0,140.9,75.5
Lunge,end,,,205.5,163.8,,bad,True,Torso lean,68.6,,,,
Lunge,start,,,171.7,153.7,,bad,True,Torso lean,62.1,,,,
Lunge,end,,,163.1,162.8,,bad,True,Knee past toes,53.1,,,,
Lunge,mid,,,,,88.5,bad,True,Back knee too high/low,61.4,69.5,57.6,127.0,147.8
Lunge,start,,,191.0,166.6,,bad,True,Torso lean,45.6,,,,
Lunge,mid,,,,,102.3,bad,True,Torso lean,64.0,77.2,120.1,124.6,140.1
Lunge,end,,,207.6,181.5,,bad,True,Back knee too high/low,68.9,,,,
Lunge,end,,,174.3,168.8,,bad,True,Knee past toes,53.7,,,,
Lunge,end,,,198.5,206.6,,bad,True,Torso lean,48.6,,,,
Lunge,end,,,169.8,174.7,,bad,True,Knee past toes,66.2,,,,
Lunge,mid,,,,,106.5,bad,True,Torso lean,50.2,108.4,64.0,132.1,141.6
Lunge,start,,,175.8,203.0,,bad,True,Torso lean,59.1,,,,
Lunge,start,,,196.3,190.1,,bad,True,Torso lean,62.2,,,,
Lunge,mid,,,,,98.8,bad,True,Knee past toes,53.1,124.3,74.4,88.7,122.3
Lunge,start,,,191.8,178.6,,bad,True,Knee past toes,50.4,,,,
Lunge,start,,,198.5,205.7,,bad,True,Torso lean,40.4,,,,
Lunge,end,,,168.5,205.8,,bad,True,Torso lean,52.9,,,,
Lunge,start,,,199.9,178.3,,bad,True,Knee past toes,54.4,,,,
Lunge,mid,,,,,82.6,bad,True,Torso lean,52.7,107.4,77.7,60.9,68.7
Lunge,end,,,196.4,187.7,,bad,True,Knee past toes,46.1,,,,
Lunge,mid,,,,,65.9,bad,True,Knee past toes,51.5,115.6,102.0,147.9,131.5
Lunge,end,,,201.7,184.3,,bad,True,Torso lean,44.5,,,,
Lunge,mid,,,,,113.6,bad,True,Knee past toes,55.0,54.3,121.0,61.0,76.8
Lunge,mid,,,,,69.4,bad,True,Back knee too high/low,64.7,56.9,70.9,78.2,141.5
Lunge,start,,,195.2,171.9,,bad,True,Torso lean,52.2,,,,
Lunge,start,,,206.2,174.4,,bad,True,Knee past toes,44.2,,,,
Lunge,mid,,,,,64.8,bad,True,Knee past toes,48.8,53.7,111.3,130.2,69.7
Lunge,start,,,150.1,166.3,,bad,True,Back knee too high/low,64.8,,,,
Lunge,mid,,,,,96.1,bad,True,Knee past toes,58.7,128.0,61.1,142.7,149.1
Lunge,start,,,177.5,164.1,,bad,True,Back knee too high/low,57.7,,,,
Lunge,mid,,,,,61.0,bad,True,Back knee too high/low,61.9,53.3,116.9,75.8,85.1
Lunge,mid,,,,,106.4,bad,True,Knee past toes,63.6,126.3,55.0,149.6,123.1
Lunge,start,,,152.7,203.9,,bad,True,Back knee too high/low,43.2,,,,
Lunge,start,,,163.2,156.1,,bad,True,Back knee too high/low,63.0,,,,
Lunge,start,,,150.9,189.1,,bad,True,Torso lean,43.8,,,,
Lunge,end,,,167.8,162.5,,bad,True,Back knee too high/low,59.2,,,,
Lunge,start,,,152.4,191.1,,bad,True,Torso lean,43.5,,,,
Lunge,end,,,198.3,192.1,,bad,True,Knee past toes,45.8,,,,
Lunge,mid,,,,,106.5,bad,True,Knee past toes,65.7,54.2,62.3,126.4,136.2
Lunge,end,,,192.7,172.8,,bad,True,Torso lean,68.0,,,,
Lunge,start,,,168.9,164.2,,bad,True,Knee past toes,42.9,,,,
Lunge,start,,,163.9,196.2,,bad,True,Knee past toes,43.7,,,,
Lunge,mid,,,,,95.3,bad,True,Back knee too high/low,50.5,129.2,54.1,133.7,141.0
Lunge,end,,,162.7,177.3,,bad,True,Back knee too high/low,61.9,,,,
Lunge,mid,,,,,60.6,bad,True,Knee past toes,48.7,101.1,114.1,74.0,125.5
Lunge,end,,,200.8,170.1,,bad,True,Back knee too high/low,68.1,,,,
Lunge,mid,,,,,84.1,bad,True,Torso lean,56.8,53.2,76.2,140.6,81.2
Lunge,start,,,203.1,164.8,,bad,True,Knee past toes,67.5,,,,
Lunge,end,,,150.0,150.4,,bad,True,Torso lean,64.8,,,,
Lunge,mid,,,,,115.9,bad,True,Torso lean,47.3,69.7,77.8,140.2,147.1
Lunge,start,,,152.0,197.3,,bad,True,Knee past toes,50.7,,,,
Lunge,mid,,,,,95.8,bad,True,Back knee too high/low,66.2,127.2,127.9,69.6,81.0
Lunge,mid,,,,,87.8,bad,True,Torso lean,57.3,64.6,72.3,74.7,63.2
Lunge,end,,,187.4,188.4,,bad,True,Knee past toes,67.6,,,,
Lunge,mid,,,,,100.5,bad,True,Knee past toes,56.9,65.1,53.9,73.9,145.3
Lunge,start,,,167.2,181.4,,bad,True,Back knee too high/low,49.7,,,,
Lunge,start,,,157.5,192.5,,bad,True,Torso lean,68.5,,,,
Lunge,start,,,186.3,196.1,,bad,True,Back knee too high/low,63.2,,,,
Lunge,start,,,161.1,198.1,,bad,True,Knee past toes,55.9,,,,
Lunge,start,,,162.9,178.6,,bad,True,Torso lean,58.2,,,,
Lunge,start,,,152.3,189.7,,bad,True,Knee past toes,48.3,,,,
Lunge,end,,,170.7,187.5,,bad,True,Back knee too high/low,56.1,,,,
Lunge,mid,,,,,60.9,bad,True,Knee past toes,46.3,126.2,107.4,122.6,65.5
Lunge,start,,,198.8,159.4,,bad,True,Back knee too high/low,57.7,,,,
Lunge,end,,,170.4,169.5,,bad,True,Knee past toes,66.2,,,,
Lunge,end,,,162.5,191.6,,bad,True,Back knee too high/low,61.8,,,,
Lunge,start,,,172.1,208.1,,bad,True,Torso lean,43.9,,,,
Lunge,start,,,154.6,176.9,,bad,True,Knee past toes,47.8,,,,
Lunge,start,,,203.5,155.6,,bad,True,Knee past toes,68.7,,,,
Lunge,start,,,168.0,206.5,,bad,True,Knee past toes,54.3,,,,
Lunge,mid,,,,,113.8,bad,True,Back knee too high/low,50.6,50.6,101.9,74.7,76.0
Lunge,start,,,155.9,151.9,,bad,True,Torso lean,60.5,,,,
Lunge,start,,,160.2,154.8,,bad,True,Knee past toes,47.1,,,,
Lunge,start,,,158.1,193.6,,bad,True,Knee past toes,49.8,,,,
Lunge,end,,,173.2,156.8,,bad,True,Torso lean,67.0,,,,
Lunge,mid,,,,,75.6,bad,True,Knee past toes,69.6,128.8,110.3,84.5,62.9
Lunge,mid,,,,,98.4,bad,True,Back knee too high/low,62.2,118.6,56.8,71.4,73.1
Lunge,start,,,183.2,154.0,,bad,True,Knee past toes,59.3,,,,
Lunge,mid,,,,,60.4,bad,True,Back knee too high/low,67.0,111.7,105.1,148.0,65.9
Lunge,start,,,199.0,190.7,,bad,True,Back knee too high/low,64.1,,,,
Lunge,mid,,,,,109.3,bad,True,Knee past toes,53.7,56.0,76.3,78.7,74.1
Lunge,mid,,,,,63.5,bad,True,Back knee too high/low,63.9,128.1,50.2,84.6,71.6
Lunge,start,,,152.1,192.7,,bad,True,Knee past toes,67.0,,,,
Lunge,end,,,178.2,186.2,,bad,True,Back knee too high/low,61.9,,,,
Lunge,start,,,204.1,207.2,,bad,True,Back knee too high/low,45.8,,,,
Lunge,end,,,163.9,183.9,,bad,True,Back knee too high/low,55.8,,,,
Lunge,end,,,156.9,151.4,,bad,True,Knee past toes,44.0,,,,
Lunge,end,,,184.2,168.5,,bad,True,Knee past toes,48.4,,,,
Lunge,end,,,160.6,192.1,,bad,True,Knee past toes,46.2,,,,
Lunge,end,,,164.9,160.6,,bad,True,Back knee too high/low,46.2,,,,
Lunge,mid,,,,,118.1,bad,True,Back knee too high/low,43.1,77.7,126.8,63.3,63.1
Lunge,start,,,196.5,194.7,,bad,True,Knee past toes,64.5,,,,
Lunge,end,,,164.5,186.2,,bad,True,Torso lean,64.5,,,,
Lunge,end,,,188.0,174.0,,bad,True,Torso lean,51.0,,,,
Lunge,end,,,190.5,158.3,,bad,True,Back knee too high/low,62.7,,,,
Lunge,mid,,,,,101.6,bad,True,Torso lean,42.3,123.2,71.9,139.5,141.8
Lunge,end,,,154.0,194.3,,bad,True,Torso lean,43.9,,,,
Lunge,mid,,,,,61.1,bad,True,Back knee too high/low,41.6,108.0,78.5,140.0,121.9
Lunge,start,,,154.9,175.7,,bad,True,Knee past toes,60.2,,,,
Lunge,end,,,187.4,157.7,,bad,True,Knee past toes,50.2,,,,
Lunge,mid,,,,,73.4,bad,True,Knee past toes,44.4,56.5,123.2,75.0,133.0
Lunge,end,,,201.7,172.8,,bad,True,Back knee too high/low,60.1,,,,
Lunge,mid,,,,,103.9,bad,True,Back knee too high/low,46.4,105.8,55.1,61.3,140.9
Lunge,start,,,185.2,200.6,,bad,True,Torso lean,49.4,,,,
Lunge,start,,,151.2,187.2,,bad,True,Knee past toes,65.9,,,,
Lunge,start,,,188.6,177.1,,bad,True,Knee past toes,58.6,,,,
Lunge,start,,,209.4,151.7,,bad,True,Torso lean,53.6,,,,
Lunge,end,,,155.8,159.2,,bad,True,Back knee too high/low,48.3,,,,
Lunge,start,,,197.2,194.9,,bad,True,Torso lean,63.4,,,,
Lunge,mid,,,,,112.7,bad,True,Knee past toes,43.9,73.6,67.5,86.7,140.8
Lunge,end,,,184.9,163.7,,bad,True,Back knee too high/low,53.8,,,,
Lunge,start,,,183.1,156.4,,bad,True,Torso lean,40.4,,,,
Lunge,mid,,,,,85.0,bad,True,Knee past toes,54.5,74.8,50.6,143.7,140.0
Lunge,end,,,169.0,156.2,,bad,True,Back knee too high/low,54.3,,,,
Lunge,start,,,186.4,160.5,,bad,True,Knee past toes,66.4,,,,
Lunge,end,,,209.9,163.2,,bad,True,Torso lean,68.2,,,,
Lunge,start,,,203.3,178.7,,bad,True,Torso lean,52.3,,,,
Lunge,start,,,206.0,182.2,,bad,True,Knee past toes,52.5,,,,
Lunge,mid,,,,,87.8,bad,True,Back knee too high/low,62.3,103.9,77.8,75.2,73.6
Lunge,mid,,,,,102.5,bad,True,Knee past toes,59.5,110.5,121.1,133.9,137.6
Lunge,mid,,,,,72.7,bad,True,Torso lean,56.6,61.7,74.6,130.5,139.9
Lunge,start,,,200.2,189.7,,bad,True,Knee past toes,47.3,,,,
Lunge,start,,,157.8,183.7,,bad,True,Knee past toes,45.9,,,,
Lunge,start,,,207.9,157.6,,bad,True,Torso lean,57.1,,,,
Lunge,start,,,177.9,206.4,,bad,True,Knee past toes,62.6,,,,
Lunge,mid,,,,,65.6,bad,True,Torso lean,43.0,101.7,56.9,137.1,121.2
Lunge,end,,,150.4,199.7,,bad,True,Back knee too high/low,56.3,,,,
Lunge,mid,,,,,95.7,bad,True,Torso lean,55.6,78.2,61.2,146.2,138.6
Lunge,end,,,205.7,186.0,,bad,True,Knee past toes,60.7,,,,
Lunge,start,,,171.3,190.1,,bad,True,Torso lean,49.6,,,,
Lunge,mid,,,,,71.8,bad,True,Knee past toes,65.0,108.5,129.6,145.7,147.4
Lunge,end,,,184.6,157.5,,bad,True,Knee past toes,59.5,,,,
Lunge,mid,,,,,69.1,bad,True,Knee past toes,52.2,113.9,74.9,78.5,83.8
Lunge,mid,,,,,101.8,bad,True,Back knee too high/low,42.9,55.9,115.3,66.5,121.2
Lunge,start,,,176.6,209.8,,bad,True,Back knee too high/low,54.4,,,,
Lunge,start,,,198.4,198.9,,bad,True,Torso lean,63.2,,,,
Lunge,end,,,185.9,182.8,,bad,True,Knee past toes,44.9,,,,
Lunge,end,,,187.4,152.0,,bad,True,Back knee too high/low,63.9,,,,
Lunge,start,,,167.4,152.2,,bad,True,Back knee too high/low,60.9,,,,
Lunge,end,,,156.6,166.8,,bad,True,Torso lean,50.2,,,,
Lunge,end,,,184.6,205.1,,bad,True,Knee past toes,56.8,,,,
Lunge,mid,,,,,115.9,bad,True,Knee past toes,62.6,52.1,69.5,70.4,68.2
Lunge,mid,,,,,117.7,bad,True,Back knee too high/low,53.6,76.0,62.3,63.3,69.0
Lunge,start,,,200.0,151.3,,bad,True,Torso lean,59.5,,,,
Lunge,end,,,181.2,154.1,,bad,True,Knee past toes,41.3,,,,
Lunge,end,,,171.4,156.6,,bad,True,Back knee too high/low,50.9,,,,
Lunge,end,,,172.6,169.3,,bad,True,Knee past toes,67.1,,,,
Lunge,mid,,,,,92.1,bad,True,Knee past toes,60.7,118.2,114.2,72.1,72.5
Lunge,end,,,166.9,208.4,,bad,True,Torso lean,58.1,,,,
Lunge,end,,,165.3,155.4,,bad,True,Knee past toes,44.9,,,,
Lunge,mid,,,,,103.5,bad,True,Torso lean,69.6,121.7,109.1,60.2,79.8
Lunge,end,,,209.5,153.3,,bad,True,Torso lean,67.6,,,,
Lunge,mid,,,,,65.8,bad,True,Back knee too high/low,51.8,59.8,75.9,130.4,69.2
Lunge,mid,,,,,72.6,bad,True,Knee past toes,49.9,57.8,66.0,146.2,136.6
Lunge,end,,,153.2,168.2,,bad,True,Back knee too high/low,64.2,,,,
Lunge,end,,,166.1,207.9,,bad,True,Torso lean,50.9,,,,
Lunge,end,,,207.9,172.5,,bad,True,Back knee too high/low,69.0,,,,
Lunge,mid,,,,,115.4,bad,True,Back knee too high/low,43.0,115.3,61.3,75.8,63.2
Lunge,end,,,152.2,172.2,,bad,True,Back knee too high/low,42.8,,,,
Lunge,mid,,,,,106.2,bad,True,Back knee too high/low,65.9,109.1,104.5,131.9,69.1
Lunge,start,,,193.7,191.7,,bad,True,Knee past toes,54.1,,,,
Lunge,mid,,,,,62.8,bad,True,Back knee too high/low,69.3,114.7,54.3,132.1,135.3
Lunge,end,,,164.2,174.8,,bad,True,Back knee too high/low,51.6,,,,
Lunge,mid,,,,,61.8,bad,True,Back knee too high/low,57.6,101.6,61.9,68.8,132.3
Lunge,end,,,199.4,169.3,,bad,True,Torso lean,58.1,,,,
Lunge,start,,,185.9,203.9,,bad,True,Torso lean,49.2,,,,
Lunge,start,,,159.9,189.5,,bad,True,Torso lean,61.2,,,,
Lunge,start,,,175.8,201.5,,bad,True,Knee past toes,69.2,,,,
Lunge,mid,,,,,68.5,bad,True,Back knee too high/low,44.8,73.5,112.7,67.9,123.5
Lunge,end,,,164.0,200.3,,bad,True,Back knee too high/low,46.9,,,,
Lunge,end,,,193.7,194.2,,bad,True,Knee past toes,50.8,,,,
Lunge,start,,,163.8,193.2,,bad,True,Back knee too high/low,58.2,,,,
Lunge,mid,,,,,85.9,bad,True,Knee past toes,59.9,54.5,59.8,145.2,142.7
Lunge,mid,,,,,118.1,bad,True,Back knee too high/low,51.7,115.8,71.9,148.5,146.9
Lunge,end,,,176.9,198.0,,bad,True,Torso lean,43.0,,,,
Lunge,mid,,,,,111.1,bad,True,Torso lean,42.7,53.4,73.3,75.7,61.6
Lunge,end,,,198.5,164.5,,bad,True,Knee past toes,41.9,,,,
Lunge,end,,,199.5,194.9,,bad,True,Knee past toes,48.0,,,,
Lunge,mid,,,,,83.8,bad,True,Knee past toes,69.7,126.3,114.6,127.1,141.0
Lunge,start,,,158.4,157.8,,bad,True,Back knee too high/low,57.0,,,,
Lunge,end,,,163.2,203.3,,bad,True,Knee past toes,65.4,,,,
Lunge,start,,,183.2,169.2,,bad,True,Knee past toes,42.1,,,,
Lunge,end,,,207.5,193.2,,bad,True,Torso lean,68.5,,,,
Lunge,start,,,161.2,167.6,,bad,True,Torso lean,60.0,,,,
Lunge,end,,,166.9,191.5,,bad,True,Torso lean,67.6,,,,
Lunge,mid,,,,,105.1,bad,True,Back knee too high/low,66.0,113.8,73.7,75.6,134.9
Lunge,start,,,171.9,166.5,,bad,True,Knee past toes,66.9,,,,
Lunge,end,,,193.9,202.4,,bad,True,Torso lean,49.3,,,,
Lunge,start,,,169.1,162.2,,bad,True,Back knee too high/low,61.5,,,,
Lunge,start,,,160.1,161.1,,bad,True,Torso lean,60.1,,,,
Lunge,end,,,153.3,194.2,,bad,True,Torso lean,47.0,,,,
Lunge,end,,,175.0,155.6,,bad,True,Back knee too high/low,54.4,,,,
Lunge,mid,,,,,104.0,bad,True,Back knee too high/low,46.1,123.8,70.1,134.1,70.7
Lunge,start,,,209.7,204.9,,bad,True,Knee past toes,44.7,,,,
Lunge,end,,,191.0,178.2,,bad,True,Knee past toes,64.9,,,,
Lunge,start,,,204.7,160.9,,bad,True,Torso lean,59.6,,,,
Lunge,start,,,177.0,178.3,,bad,True,Knee past toes,47.2,,,,
Lunge,start,,,158.5,168.3,,bad,True,Back knee too high/low,63.6,,,,
Lunge,mid,,,,,92.1,bad,True,Knee past toes,41.1,59.6,114.4,68.6,75.0
Lunge,end,,,171.3,192.4,,bad,True,Knee past toes,52.9,,,,
Lunge,end,,,163.7,207.6,,bad,True,Back knee too high/low,56.7,,,,
Lunge,mid,,,,,102.9,bad,True,Back knee too high/low,63.3,127.0,63.1,87.6,126.1
Lunge,start,,,195.5,187.1,,bad,True,Back knee too high/low,42.1,,,,
Lunge,mid,,,,,77.2,bad,True,Back knee too high/low,44.4,62.9,73.6,62.9,143.5
Lunge,mid,,,,,119.0,bad,True,Torso lean,61.1,103.3,117.7,128.2,78.2
Lunge,mid,,,,,76.1,bad,True,Torso lean,63.7,71.7,59.7,142.8,60.3
Lunge,mid,,,,,118.1,bad,True,Torso lean,66.1,123.8,128.9,72.1,82.4
Lunge,start,,,173.7,201.1,,bad,True,Knee past toes,63.3,,,,
Lunge,start,,,186.2,185.7,,bad,True,Torso lean,50.0,,,,
Lunge,mid,,,,,106.2,bad,True,Knee past toes,52.1,125.1,74.5,87.7,71.1
Lunge,start,,,198.2,207.7,,bad,True,Torso lean,52.3,,,,
Lunge,mid,,,,,78.4,bad,True,Torso lean,51.5,110.7,114.8,133.7,127.2
Lunge,start,,,197.6,196.8,,bad,True,Back knee too high/low,61.9,,,,
Lunge,start,,,162.9,189.1,,bad,True,Back knee too high/low,61.3,,,,
Lunge,start,,,159.4,177.9,,bad,True,Back knee too high/low,42.7,,,,
Lunge,end,,,203.9,155.4,,bad,True,Torso lean,45.8,,,,
Lunge,mid,,,,,110.6,bad,True,Knee past toes,57.7,123.8,122.8,65.3,144.1
Lunge,start,,,182.7,196.6,,bad,True,Knee past toes,56.9,,,,
Lunge,end,,,169.1,158.5,,bad,True,Back knee too high/low,66.8,,,,
Lunge,end,,,174.6,177.4,,bad,True,Knee past toes,56.1,,,,
Lunge,mid,,,,,80.5,bad,True,Knee past toes,52.4,123.9,108.1,70.4,144.3
Lunge,start,,,162.3,186.3,,bad,True,Torso lean,40.3,,,,
Lunge,mid,,,,,79.8,bad,True,Torso lean,54.7,74.1,67.6,75.1,145.5
Lunge,end,,,193.7,199.5,,bad,True,Knee past toes,47.6,,,,
Lunge,start,,,186.5,151.0,,bad,True,Torso lean,69.9,,,,
Lunge,start,,,178.1,176.7,,bad,True,Back knee too high/low,66.5,,,,
Lunge,end,,,182.9,174.7,,bad,True,Back knee too high/low,44.5,,,,
Lunge,start,,,170.5,202.2,,bad,True,Torso lean,40.1,,,,
Lunge,mid,,,,,91.7,bad,True,Torso lean,41.1,56.7,68.5,136.4,122.1
Lunge,mid,,,,,111.1,bad,True,Back knee too high/low,62.3,50.9,109.3,145.7,126.5
Lunge,end,,,185.6,167.1,,bad,True,Torso lean,65.1,,,,
Lunge,end,,,185.4,156.6,,bad,True,Back knee too high/low,55.8,,,,
Lunge,end,,,189.7,185.1,,bad,True,Back knee too high/low,64.1,,,,
Plank,any,90.0,7.8,180.0,180.0,90.0,good,False,,80.9,,,,
Plank,any,90.0,8.7,180.0,180.0,90.0,good,False,,90.2,,,,
Plank,any,90.0,8.4,180.0,180.0,90.0,good,False,,92.8,,,,
Plank,any,90.0,5.3,180.0,180.0,90.0,good,False,,88.5,,,,
Plank,any,90.0,7.0,180.0,180.0,90.0,good,False,,81.2,,,,
Plank,any,90.0,4.9,180.0,180.0,90.0,good,False,,98.7,,,,
Plank,any,90.0,1.6,180.0,180.0,90.0,good,False,,85.3,,,,
Plank,any,90.0,4.0,180.0,180.0,90.0,good,False,,95.5,,,,
Plank,any,90.0,0.5,180.0,180.0,90.0,good,False,,87.5,,,,
Plank,any,90.0,3.5,180.0,180.0,90.0,good,False,,83.2,,,,
Plank,any,90.0,2.0,180.0,180.0,90.0,good,False,,99.0,,,,
Plank,any,90.0,6.6,180.0,180.0,90.0,good,False,,80.9,,,,
Plank,any,90.0,4.1,180.0,180.0,90.0,good,False,,92.9,,,,
Plank,any,90.0,2.3,180.0,180.0,90.0,good,False,,82.2,,,,
Plank,any,90.0,7.8,180.0,180.0,90.0,good,False,,93.4,,,,
Plank,any,90.0,7.3,180.0,180.0,90.0,good,False,,81.6,,,,
Plank,any,90.0,2.1,180.0,180.0,90.0,good,False,,92.7,,,,
Plank,any,90.0,6.2,180.0,180.0,90.0,good,False,,89.4,,,,
Plank,any,90.0,6.8,180.0,180.0,90.0,good,False,,86.2,,,,
Plank,any,90.0,4.1,180.0,180.0,90.0,good,False,,91.7,,,,
Plank,any,90.0,8.4,180.0,180.0,90.0,good,False,,84.7,,,,
Plank,any,90.0,7.5,180.0,180.0,90.0,good,False,,87.7,,,,
Plank,any,90.0,5.3,180.0,180.0,90.0,good,False,,94.0,,,,
Plank,any,90.0,1.8,180.0,180.0,90.0,good,False,,98.1,,,,
Plank,any,90.0,7.0,180.0,180.0,90.0,good,False,,90.2,,,,
Plank,any,90.0,6.0,180.0,180.0,90.0,good,False,,84.0,,,,
Plank,any,90.0,7.9,180.0,180.0,90.0,good,False,,85.2,,,,
Plank,any,90.0,3.7,180.0,180.0,90.0,good,False,,81.3,,,,
Plank,any,90.0,0.1,180.0,180.0,90.0,good,False,,83.2,,,,
Plank,any,90.0,4.2,180.0,180.0,90.0,good,False,,88.3,,,,
Plank,any,90.0,9.8,180.0,180.0,90.0,good,False,,98.1,,,,
Plank,any,90.0,9.9,180.0,180.0,90.0,good,False,,88.9,,,,
Plank,any,90.0,5.5,180.0,180.0,90.0,good,False,,96.1,,,,
Plank,any,90.0,9.2,180.0,180.0,90.0,good,False,,82.1,,,,
Plank,any,90.0,10.0,180.0,180.0,90.0,good,False,,84.8,,,,
Plank,any,90.0,2.7,180.0,180.0,90.0,good,False,,99.4,,,,
Plank,any,90.0,7.9,180.0,180.0,90.0,good,False,,83.4,,,,
Plank,any,90.0,1.9,180.0,180.0,90.0,good,False,,84.2,,,,
Plank,any,90.0,0.7,180.0,180.0,90.0,good,False,,82.4,,,,
Plank,any,90.0,2.1,180.0,180.0,90.0,good,False,,97.2,,,,
Plank,any,90.0,4.2,180.0,180.0,90.0,good,False,,96.0,,,,
Plank,any,90.0,6.8,180.0,180.0,90.0,good,False,,97.0,,,,
Plank,any,90.0,4.1,180.0,180.0,90.0,good,False,,97.1,,,,
Plank,any,90.0,9.2,180.0,180.0,90.0,good,False,,87.0,,,,
Plank,any,90.0,2.0,180.0,180.0,90.0,good,False,,89.8,,,,
Plank,any,90.0,8.9,180.0,180.0,90.0,good,False,,97.6,,,,
Plank,any,90.0,4.5,180.0,180.0,90.0,good,False,,98.7,,,,
Plank,any,90.0,7.2,180.0,180.0,90.0,good,False,,93.2,,,,
Plank,any,90.0,4.9,180.0,180.0,90.0,good,False,,89.4,,,,
Plank,any,90.0,1.2,180.0,180.0,90.0,good,False,,96.8,,,,
Plank,any,90.0,5.8,180.0,180.0,90.0,good,False,,89.2,,,,
Plank,any,90.0,2.0,180.0,180.0,90.0,good,False,,96.8,,,,
Plank,any,90.0,8.4,180.0,180.0,90.0,good,False,,85.5,,,,
Plank,any,90.0,8.4,180.0,180.0,90.0,good,False,,81.6,,,,
Plank,any,90.0,4.9,180.0,180.0,90.0,good,False,,99.4,,,,
Plank,any,90.0,3.4,180.0,180.0,90.0,good,False,,97.9,,,,
Plank,any,90.0,8.6,180.0,180.0,90.0,good,False,,81.9,,,,
Plank,any,90.0,3.6,180.0,180.0,90.0,good,False,,99.5,,,,
Plank,any,90.0,0.7,180.0,180.0,90.0,good,False,,82.7,,,,
Plank,any,90.0,4.1,180.0,180.0,90.0,good,False,,80.2,,,,
Plank,any,90.0,6.1,180.0,180.0,90.0,good,False,,86.3,,,,
